datetime,latitude,longitude
2016-04-12 14:30:20.433000+00:00,6.444091,3.425743
2016-04-12 14:50:30.554000+00:00,6.4418347,3.4168448
2016-04-12 14:55:21.463000+00:00,6.4433906,3.410266
2016-04-12 14:59:09.862000+00:00,6.4447852,3.4017937
2016-04-12 15:01:30.341000+00:00,6.4456982,3.4007407
2016-04-12 15:13:43.453000+00:00,6.4806005,3.3694718
2016-04-12 16:46:12.536000+00:00,6.5741615,3.3729486
2016-04-12 17:15:47.967000+00:00,6.5723286,3.3719961
2016-04-12 17:25:30.451000+00:00,6.5643264,3.3725091
2016-04-12 19:15:35.224000+00:00,6.5494589,3.3857356
2016-04-12 19:32:42.706000+00:00,6.5631058,3.3737602
2016-04-12 19:37:26.590000+00:00,6.5631166,3.373779
2016-04-12 19:53:11.974000+00:00,6.5732175,3.371521
2016-04-12 19:59:45.316000+00:00,6.5741127,3.3729932
2016-04-12 20:49:57.192000+00:00,6.5750257,3.3734473
2016-04-12 20:50:32.533000+00:00,6.5742781,3.3730016
2016-04-12 20:52:20.190000+00:00,6.5777302,3.372002
2016-04-12 21:00:01.310000+00:00,6.5722818,3.3668004
2016-04-12 21:07:23.225000+00:00,6.574345,3.3728425
2016-04-12 21:07:25.205000+00:00,6.5745275,3.3730658
2016-04-12 21:13:29+00:00,6.5742772,3.3729588
2016-04-13 00:21:23.969000+00:00,6.5739876,3.3729966
2016-04-13 06:42:31.999000+00:00,6.5740732,3.3730205
2016-04-13 06:47:56.362000+00:00,6.5728021,3.3738956
2016-04-13 06:53:42+00:00,6.5739942,3.37304
